Word/Sentence,Valence,Arousal
detest,0.25625,0.51125
detonate,0.2825,0.6375
detonation,0.3,0.47875
detonator,0.4125,0.54875
detour,0.3575,0.4475
detriment,0.33375,0.42500000000000004
deuce,0.44125000000000003,0.3125
deutschmark,0.4275,0.27875
devastating,0.13624999999999998,0.5625
devastation,0.23875000000000002,0.56
develop,0.63125,0.4375
developer,0.61125,0.34375
development,0.53125,0.40375000000000005
deviant,0.29375,0.5775
deviate,0.5125,0.40874999999999995
deviation,0.48750000000000004,0.4625
device,0.59875,0.3025
devil,0.26375,0.55
deviled,0.29625,0.405
devilish,0.40249999999999997,0.6725
devious,0.32125,0.35375
devise,0.43125,0.43500000000000005
devoid,0.32625,0.2775
devote,0.56625,0.38125
devoted,0.77,0.40249999999999997
devotion,0.625,0.46625000000000005
devour,0.52625,0.6325
devout,0.43500000000000005,0.39125
dew,0.47375,0.255
dexterity,0.66875,0.2825
diabetes,0.21750000000000003,0.38
diabetic,0.25,0.3575
diabolical,0.27875,0.54
diagnose,0.5,0.34
diagnosis,0.4525,0.375
diagnostic,0.47624999999999995,0.44625000000000004
diagonal,0.52125,0.28625
diagram,0.55875,0.33875
dial,0.45375,0.345
dialect,0.625,0.4075
dialogue,0.65625,0.23249999999999998
dialysis,0.28,0.48875
diameter,0.47,0.38
diamond,0.735,0.6025
diaper,0.33875,0.30125
diaphragm,0.45875,0.37
diarrhea,0.1375,0.73125
diary,0.625,0.34125
dib,0.5,0.25625
dibs,0.52625,0.4525
dice,0.6,0.45499999999999996
dicey,0.405,0.4625
dick,0.2575,0.575
dickhead,0.2,0.5325
dictate,0.42500000000000004,0.28
dictation,0.4075,0.2425
dictator,0.22125,0.5625
dictatorship,0.2025,0.6725
diction,0.48124999999999996,0.34125
dictionary,0.63125,0.23875000000000002
diddle,0.46875,0.26875
die,0.08374999999999999,0.7375
diesel,0.41500000000000004,0.3475
diet,0.4275,0.35375
differ,0.5125,0.2825
difference,0.48624999999999996,0.26875
different,0.61375,0.36875
differential,0.375,0.3275
difficult,0.3475,0.43125
difficulty,0.19624999999999998,0.40125
diffuse,0.505,0.3575
dig,0.535,0.33375
digest,0.4675,0.2375
digestion,0.4375,0.3575
digestive,0.5,0.375
digit,0.48,0.25625
digital,0.625,0.42000000000000004
dignified,0.69375,0.31
dignify,0.585,0.405
dignity,0.775,0.33875
dike,0.40249999999999997,0.48124999999999996
dilation,0.52,0.39249999999999996
dildo,0.44625000000000004,0.51125
dilemma,0.405,0.52375
diligence,0.585,0.45375
diligent,0.6425,0.41625
dill,0.60625,0.28125
dim,0.29625,0.31875
dime,0.5725,0.315
dimension,0.53,0.34125
dimensional,0.645,0.30125
diminish,0.38125,0.35875
diminutive,0.4275,0.3125
dimwit,0.31,0.3125
dine,0.7,0.375
diner,0.71875,0.38
dinghy,0.47750000000000004,0.39625
dingo,0.58125,0.40625
dingy,0.30625,0.44625000000000004
dining,0.72125,0.4625
dinky,0.38749999999999996,0.33375
dinner,0.675,0.35625
dinnertime,0.6975,0.525
dinosaur,0.63875,0.54125
diocese,0.50625,0.375
dioxide,0.4475,0.36875
dip,0.5525,0.29375
diploma,0.665,0.53125
diplomacy,0.56625,0.5275
diplomat,0.45625000000000004,0.33125
diplomatic,0.6125,0.43125
dipper,0.54875,0.295
dippy,0.4075,0.41500000000000004
dipstick,0.38625,0.315
dire,0.25,0.5
direct,0.59375,0.41125
direction,0.55625,0.29125
directive,0.5875,0.4125
director,0.49375,0.34375
directory,0.52625,0.29125
dirt,0.4375,0.305
dirty,0.27125,0.50625
disability,0.24375000000000002,0.3625
disable,0.3225,0.325
disabled,0.21250000000000002,0.33875
disadvantage,0.21000000000000002,0.3625
disagree,0.22999999999999998,0.48750000000000004
disagreeable,0.28625,0.4075
disagreement,0.23249999999999998,0.36375
disappear,0.38749999999999996,0.41874999999999996
disappearance,0.34375,0.49375
disappoint,0.2975,0.36375
disappointed,0.20625,0.43374999999999997
disappointing,0.22375,0.38749999999999996
disappointment,0.22375,0.48750000000000004
disapproval,0.3,0.40375000000000005
disapprove,0.31875,0.35125
disarm,0.4225,0.3375
disaster,0.08875,0.66875
disastrous,0.15125,0.40375000000000005
disband,0.375,0.2975
disbelief,0.40125,0.5725
disc,0.575,0.32
discard,0.375,0.33875
discerning,0.49375,0.4075
discharge,0.3,0.49250000000000005
disciple,0.45875,0.315
disciplinary,0.325,0.44499999999999995
discipline,0.6125,0.6
disciplined,0.64375,0.42500000000000004
disclose,0.375,0.43125
disclosure,0.46375,0.26875
disco,0.595,0.53125
discoloration,0.3525,0.38125
discomfort,0.22999999999999998,0.42874999999999996
disconcerting,0.3225,0.42000000000000004
disconnect,0.35125,0.265
discontent,0.21875,0.45875
discontinue,0.3675,0.36125
discord,0.3225,0.55375
discount,0.5975,0.4525
discourage,0.25625,0.34125
discouraged,0.2725,0.2975
discouraging,0.23625000000000002,0.39625
discourse,0.2725,0.40874999999999995
discover,0.7725,0.5875
discovery,0.72625,0.63
discredit,0.2675,0.38125
discreet,0.50625,0.3
discrepancy,0.30375,0.34375
discretion,0.55,0.32125
discretionary,0.56625,0.25
discriminate,0.2725,0.38125
discriminating,0.16625,0.47250000000000003
discrimination,0.18125000000000002,0.5775
discuss,0.61125,0.21999999999999997
discussion,0.6475,0.5
disdain,0.33875,0.27625
disdainful,0.26625,0.4625
disease,0.08499999999999999,0.5625
diseased,0.15500000000000003,0.56
disembodied,0.34125,0.5625
disengage,0.38125,0.36875
disgrace,0.18125000000000002,0.41000000000000003
disgraceful,0.16875,0.385
disgruntled,0.26375,0.31875
disguise,0.47624999999999995,0.42000000000000004
disgust,0.29,0.5
disgusted,0.21000000000000002,0.48624999999999996
disgusting,0.15875,0.64375
dish,0.5875,0.32125
dishonest,0.25,0.49375
dishonesty,0.13124999999999998,0.54875
dishonor,0.17125,0.47750000000000004
dishonorable,0.16625,0.595
dishwasher,0.54,0.25625
disinfect,0.51375,0.375
disinfectant,0.5125,0.245
disintegrate,0.41500000000000004,0.55375
disk,0.53,0.24375000000000002
dislike,0.28125,0.40874999999999995
disloyal,0.15875,0.5175
disloyalty,0.19624999999999998,0.59625
dismal,0.2,0.28625
dismantle,0.4675,0.38125
dismay,0.2625,0.23125
dismiss,0.4475,0.3375
dismissal,0.38125,0.43500000000000005
dismissive,0.3,0.20875
dismount,0.50625,0.32375
disobedience,0.29,0.4375
disobey,0.27375,0.54375
disorder,0.345,0.48750000000000004
disorderly,0.24375000000000002,0.48124999999999996
disorientation,0.32125,0.5125
disoriented,0.2825,0.47624999999999995
disown,0.16125,0.4425
disparage,0.25,0.37
dispatch,0.48750000000000004,0.31875
dispatcher,0.44875,0.3575
dispensary,0.50625,0.39249999999999996
dispense,0.53,0.24375000000000002
dispenser,0.5325,0.39749999999999996
dispersal,0.48875,0.42874999999999996
disperse,0.39875000000000005,0.33375
displace,0.23625000000000002,0.35
displacement,0.335,0.3575
display,0.64875,0.35125
displease,0.20375,0.58875
displeased,0.30125,0.40249999999999997
displeasure,0.19,0.47624999999999995
disposable,0.375,0.2375
disposal,0.375,0.4275
dispose,0.375,0.56625
disposition,0.47624999999999995,0.395
disprove,0.3625,0.4125
dispute,0.19,0.44375
disqualify,0.18375000000000002,0.4625
disregard,0.43999999999999995,0.3125
disrespect,0.22625,0.54375
disrespectful,0.21375,0.45625000000000004
disrupt,0.31,0.48375
disruption,0.29,0.56
disruptive,0.275,0.6375
dissatisfied,0.28125,0.47750000000000004
dissect,0.36875,0.55375
dissection,0.26375,0.41500000000000004
dissent,0.475,0.375
dissertation,0.4125,0.33875
dissociative,0.3225,0.45125000000000004
dissolve,0.55375,0.295
dissuade,0.38875000000000004,0.29375
distance,0.36125,0.35125
distant,0.4675,0.24375000000000002
distasteful,0.27125,0.50625
distilled,0.52,0.26375
distinct,0.56875,0.33375
distinction,0.50625,0.325
distinctive,0.665,0.3475
distinguish,0.5325,0.35875
distinguished,0.7025,0.42500000000000004
distinguishing,0.54625,0.5875
distort,0.2975,0.3275
distorted,0.36125,0.53625
distortion,0.3125,0.42874999999999996
distract,0.335,0.31875
distraction,0.38125,0.3675
distraught,0.22625,0.58
distress,0.28125,0.375
distressed,0.2975,0.66
distressing,0.3225,0.565
distribute,0.50625,0.34
distribution,0.5625,0.30625
distributor,0.4525,0.275
district,0.48750000000000004,0.25
distrust,0.24375000000000002,0.38125
disturb,0.30625,0.49750000000000005
disturbance,0.21000000000000002,0.52375
disturbing,0.21000000000000002,0.58125
ditch,0.275,0.35125
ditto,0.5625,0.3625
ditty,0.5475,0.335
diva,0.335,0.44375
dive,0.60125,0.34875
diver,0.5825,0.5525
diverse,0.625,0.33
diversion,0.5275,0.43500000000000005
diversionary,0.4275,0.315
diversity,0.6425,0.27625
divert,0.4275,0.38749999999999996
divide,0.47250000000000003,0.4525
divine,0.76875,0.25625
division,0.4275,0.32125
divorce,0.18625000000000003,0.54875
divorcee,0.28625,0.35
divulge,0.47375,0.55375
divvy,0.47624999999999995,0.28375
dizziness,0.295,0.49375
dizzy,0.2675,0.45875
do,0.55125,0.33375
doable,0.565,0.405
doc,0.45875,0.2675
docile,0.59375,0.18375000000000002
dock,0.50625,0.305
docket,0.44125000000000003,0.2875
docking,0.525,0.3425
doctor,0.61625,0.38125
doctorate,0.61875,0.36375
doctrine,0.48624999999999996,0.25
document,0.5525,0.2375
documentary,0.61375,0.345
documentation,0.48,0.2975
documents,0.54375,0.34125
dodger,0.4625,0.36875
dodgy,0.47375,0.44375
dodo,0.36375,0.375
doer,0.57875,0.4225
dog,0.75,0.55375
dogface,0.36875,0.39249999999999996
doggy,0.75,0.47375
doghouse,0.5125,0.21000000000000002
dojo,0.625,0.39375000000000004
dole,0.49375,0.42500000000000004
doll,0.61,0.31375
dollar,0.79875,0.57125
dollhouse,0.575,0.31875
dolphin,0.70875,0.25
domain,0.50625,0.295
dome,0.61875,0.4275
domestic,0.50625,0.22499999999999998
domesticated,0.6025,0.33375
dominance,0.52375,0.5625
dominant,0.51875,0.545
dominate,0.42500000000000004,0.675
domination,0.32125,0.5
dominatrix,0.41500000000000004,0.58125
dominion,0.4525,0.45875
domino,0.5,0.3075
donate,0.7125,0.28125
donation,0.75,0.375
donkey,0.66125,0.2375
donor,0.69625,0.345
doodle,0.67375,0.38625
doom,0.25,0.64625
doomsday,0.22499999999999998,0.6525
door,0.55375,0.27375
doorbell,0.54125,0.39625
doorknob,0.48250000000000004,0.20500000000000002
doorman,0.55625,0.29375
doormat,0.335,0.275
doornail,0.45999999999999996,0.29
doorstep,0.5175,0.2825
doorway,0.585,0.33125
dopamine,0.45499999999999996,0.4475
dope,0.39249999999999996,0.405
dopey,0.3575,0.23875000000000002
dork,0.41874999999999996,0.235
dorky,0.515,0.4375
dorm,0.52,0.41125
dormant,0.48124999999999996,0.25
dormitory,0.5075,0.4375
dorsal,0.50625,0.3375
dosage,0.44625000000000004,0.375
dose,0.48875,0.24375000000000002
dossier,0.48,0.34
dot,0.48,0.26125
dotted,0.48250000000000004,0.29125
dotty,0.52,0.31875
double,0.5975,0.2975
doubt,0.285,0.41625
doubtful,0.3575,0.44375
douche,0.2375,0.39125
dough,0.625,0.38749999999999996
doughboy,0.48,0.375
doughnut,0.8125,0.4375
douse,0.365,0.365
dove,0.7375,0.28375
downer,0.30875,0.26625
downfall,0.275,0.4375
downfield,0.48,0.1875
download,0.625,0.325
downriver,0.57625,0.31875
downside,0.31875,0.45375
downtime,0.6,0.2575
downward,0.375,0.38125
downy,0.59625,0.26375
dowry,0.4625,0.26375
doze,0.61875,0.29625
dozen,0.5975,0.24375000000000002
Dr. Pepper,0.7375,0.43500000000000005
drab,0.21999999999999997,0.16875
draft,0.5375,0.38749999999999996
drafty,0.4125,0.34125
drag,0.335,0.47624999999999995
dragon,0.71,0.55625
dragonfly,0.68125,0.3575
drain,0.35,0.2425
drainage,0.36125,0.315
drainpipe,0.43999999999999995,0.23875000000000002
drake,0.50625,0.41500000000000004
drama,0.42125,0.5175
dramatic,0.52125,0.69875
drape,0.49375,0.28625
drastic,0.45375,0.525
drat,0.40625,0.3
draught,0.3625,0.29
draw,0.6475,0.325
drawback,0.4225,0.26
drawbridge,0.55625,0.2875
drawer,0.45875,0.25
dread,0.25,0.4375
dreaded,0.13874999999999998,0.5125
dreadful,0.2,0.4375
dream,0.80375,0.42125
dreamboat,0.80875,0.40874999999999995
dreamer,0.80625,0.42500000000000004
dreamland,0.75,0.36875
dreamy,0.815,0.48750000000000004
dreary,0.31875,0.3175
dredge,0.29,0.295
dress,0.6775,0.46625000000000005
dresser,0.535,0.1975
dressmaker,0.73125,0.25625
dressy,0.6025,0.39375000000000004
dribble,0.45999999999999996,0.34375
drift,0.51125,0.29
drifter,0.49375,0.41500000000000004
driftwood,0.56625,0.2625
drill,0.46625000000000005,0.51375
drink,0.70875,0.52375
drinker,0.34,0.54
drip,0.565,0.3375
drive,0.6875,0.39875000000000005
drivel,0.41125,0.45625000000000004
driver,0.67375,0.26875
driveway,0.44625000000000004,0.2975
drizzle,0.5225,0.40375000000000005
droll,0.51125,0.30125
drone,0.3125,0.4125
drool,0.285,0.21250000000000002
droopy,0.375,0.2725
drop,0.40375000000000005,0.45875
dropout,0.29125,0.4625
dropper,0.50625,0.30625
drought,0.22375,0.31875
drown,0.16625,0.54375
drowsy,0.40625,0.22875
drug,0.38875000000000004,0.43500000000000005
drug dealing,0.22625,0.4625
druggist,0.36125,0.375
drugs,0.3575,0.5975
drugstore,0.4675,0.38125
drum,0.63125,0.45875
drummer,0.69125,0.4375
drunk,0.38249999999999995,0.50625
drunk driving,0.07250000000000001,0.59125
drunkard,0.285,0.43125
drunken,0.25,0.42000000000000004
drunkenness,0.3025,0.63125
dry,0.48250000000000004,0.35
dryer,0.52625,0.17875000000000002
dual,0.5175,0.42374999999999996
dub,0.54375,0.4475
dubious,0.30875,0.41625
duchess,0.64375,0.365
duck,0.63875,0.375
duckling,0.7725,0.365
ducky,0.7,0.35125
duct,0.405,0.22499999999999998
dud,0.3425,0.29125
dude,0.61375,0.35125
due,0.49250000000000005,0.4225
duel,0.50625,0.56875
duet,0.63875,0.34875
duffel,0.48750000000000004,0.3125
dugout,0.44375,0.385
duh,0.4375,0.3625
duke,0.475,0.40125
dull,0.3,0.08374999999999999
dullard,0.45999999999999996,0.3225
dumb,0.18,0.5375
dumbbell,0.46375,0.3175
dummy,0.3325,0.34875
dump,0.34125,0.33375
dumpling,0.685,0.1875
dumpster,0.31,0.375
dunce,0.28,0.49375
dune,0.54375,0.21999999999999997
dung,0.3575,0.30625
dungeon,0.315,0.51625
dunk,0.45875,0.325
duo,0.68125,0.34375
dupe,0.375,0.34125
duplex,0.58375,0.26125
duplicate,0.4625,0.4375
duration,0.55375,0.2875
duress,0.22749999999999998,0.43125
dusk,0.57875,0.315
dusky,0.49375,0.44375
dust,0.34,0.30625
duster,0.5325,0.23125
dustpan,0.45875,0.23249999999999998
dusty,0.36875,0.38749999999999996
duty,0.54125,0.33875
dwarf,0.46375,0.30375
dweeb,0.39625,0.3575
dwell,0.46875,0.2675
dwelling,0.52625,0.32125
dye,0.53125,0.2875
dyke,0.35,0.33375
dynamic,0.6375,0.55375
dynamite,0.47375,0.675
dynamo,0.65125,0.5225
dynasty,0.52,0.43125
dysentery,0.25,0.34375
dysfunction,0.2725,0.48750000000000004
dysfunctional,0.26125,0.45375
eager,0.67125,0.5975
eagle,0.68375,0.44625000000000004
ear,0.6075,0.3125
earful,0.40874999999999995,0.39875000000000005
earl,0.51875,0.33
earn,0.75,0.41874999999999996
earnest,0.6125,0.35125
earnings,0.67125,0.48
earpiece,0.505,0.3575
earring,0.68125,0.32375
earrings,0.54,0.40249999999999997
earth,0.72875,0.505
earthling,0.56625,0.26125
earthly,0.57875,0.31875
earthquake,0.25625,0.72
earthy,0.6875,0.28625
ease,0.64375,0.18125000000000002
east,0.66625,0.1875
eastbound,0.58125,0.15000000000000002
eastern,0.54625,0.31
easy,0.80875,0.3525
easygoing,0.75375,0.275
eat,0.7625,0.4225
eater,0.49375,0.40375000000000005
eavesdrop,0.38125,0.41625
ebony,0.6425,0.41500000000000004
eccentric,0.54625,0.52375
echelon,0.56875,0.27125
echinacea,0.475,0.34125
echo,0.525,0.32625
eclectic,0.6125,0.4375
eclipse,0.72,0.515
ecological,0.5775,0.35125
economic,0.5125,0.3275
economics,0.525,0.3375
economy,0.33,0.54
ecosystem,0.6875,0.33875
ecstasy,0.77375,0.63875
ecstatic,0.68125,0.74375
edema,0.3575,0.28375
edge,0.42874999999999996,0.45625000000000004
edgy,0.47624999999999995,0.42374999999999996
edible,0.71,0.51875
edifice,0.5,0.36875
edit,0.49375,0.38749999999999996
editing,0.55625,0.5725
edition,0.5375,0.34875
editor,0.55375,0.38625
editorial,0.5225,0.2375
educate,0.81,0.42000000000000004
education,0.6975,0.45499999999999996
educational,0.7,0.43999999999999995
educator,0.6975,0.3125
eel,0.39249999999999996,0.47375
eerie,0.3,0.57125
effect,0.5625,0.385
effective,0.74375,0.36875
effectiveness,0.7375,0.49375
efficiency,0.7175,0.3425
efficient,0.74375,0.3575
effort,0.68375,0.39
effortless,0.7625,0.30375
egg,0.61875,0.285
egghead,0.43374999999999997,0.32375
eggnog,0.625,0.40874999999999995
eggplant,0.56875,0.2675
eggshell,0.525,0.27125
ego,0.4225,0.39625
egomaniac,0.335,0.56625
egotistical,0.26,0.5175
eight,0.54625,0.31
eighteen,0.59,0.35375
eighty,0.55375,0.30125
ejaculate,0.625,0.64375
ejaculation,0.5525,0.6475
eject,0.36875,0.4275
ejection,0.3125,0.41125
El Nino,0.41125,0.38625
elaborate,0.6725,0.40375000000000005
elastic,0.58875,0.41874999999999996
elated,0.695,0.5175
elbow,0.5475,0.275
elder,0.63875,0.1875
elderly,0.45375,0.21625
elect,0.565,0.375
election,0.4375,0.40375000000000005
elective,0.5475,0.3175
electoral,0.40125,0.3575
electric,0.6375,0.38125
electric slide,0.63125,0.46625000000000005
electrical,0.57125,0.625
electrician,0.52625,0.27375
electricity,0.64375,0.4125
electrocute,0.28375,0.625
electrocution,0.18125000000000002,0.595
electromagnetic,0.5125,0.5275
electron,0.54125,0.3525
electronic,0.69,0.33
electronics,0.6875,0.44999999999999996
elegance,0.73875,0.405
elegant,0.75,0.42874999999999996
element,0.5725,0.3625
elemental,0.52375,0.41874999999999996
elementary,0.63875,0.3125
elephant,0.64625,0.40375000000000005
elevate,0.6775,0.45625000000000004
elevation,0.58375,0.32125
elevator,0.61875,0.33125
eleven,0.5,0.25625
elf,0.6375,0.4125
elicit,0.39249999999999996,0.53375
eligible,0.68125,0.47624999999999995
eliminate,0.36125,0.33
elimination,0.3575,0.29375
elite,0.58875,0.6125
elitist,0.4375,0.44625000000000004
elixir,0.585,0.36875
elk,0.60125,0.31
elm,0.665,0.25625
elope,0.6975,0.5875
eloquence,0.72,0.36375
eloquent,0.77,0.45125000000000004
elude,0.4525,0.375
elusive,0.4125,0.4375
email,0.625,0.4375
emancipation,0.69625,0.33125
embankment,0.5,0.3275
embargo,0.50625,0.44875
embark,0.61125,0.4125
embarrass,0.2975,0.55875
embarrassed,0.31375,0.5475
embarrassing,0.31625,0.61875
embarrassment,0.21500000000000002,0.55625
embassy,0.5375,0.36375
embattled,0.38125,0.37749999999999995
embezzlement,0.24375000000000002,0.45875
embezzler,0.25625,0.53
emblem,0.625,0.20875
embodiment,0.59,0.3475
embolism,0.14250000000000002,0.39625
embrace,0.75,0.6025
embroidery,0.69125,0.23125
embryo,0.59375,0.3375
emcee,0.51875,0.38125
emerald,0.7875,0.54125
emerge,0.59375,0.4675
emergency,0.21500000000000002,0.67875
emery,0.4675,0.32375
eminence,0.55375,0.4375
eminent,0.5725,0.49375
emissary,0.47,0.29875
emission,0.38749999999999996,0.33375
emit,0.47624999999999995,0.37
emotion,0.7025,0.46875
emotional,0.51375,0.54
empathize,0.7625,0.31875
empathy,0.78625,0.3275
emperor,0.45999999999999996,0.40625
emphasis,0.5325,0.38749999999999996
emphasize,0.59375,0.40125
emphysema,0.18375000000000002,0.40625
empire,0.545,0.44875
empirical,0.45875,0.39249999999999996
employ,0.61125,0.35375
employee,0.53625,0.45625000000000004
employer,0.5375,0.38249999999999995
employment,0.625,0.5025
emporium,0.53125,0.39625
empress,0.49375,0.35875
emptiness,0.2825,0.2725
empty,0.3475,0.15625
emu,0.55625,0.375
emulate,0.51375,0.39375000000000004
enable,0.51625,0.36875
enamel,0.5525,0.34875
enchanted,0.77,0.53375
enchanting,0.725,0.57
enchantment,0.725,0.53625
enchantress,0.6025,0.38749999999999996
enchilada,0.70375,0.42374999999999996
enclosure,0.44999999999999996,0.29375
encore,0.7375,0.38625
encounter,0.52,0.45875
encourage,0.77,0.4225
encouragement,0.7125,0.57375
encouraging,0.73625,0.40375000000000005
encryption,0.5175,0.375
encyclopedia,0.6425,0.5
end,0.46625000000000005,0.36875
end table,0.53125,0.21250000000000002
endanger,0.20875,0.46499999999999997
endangerment,0.25,0.48
endearing,0.77125,0.39625
endeavor,0.6775,0.39875000000000005
endgame,0.40375000000000005,0.5325
ending,0.40375000000000005,0.39875000000000005
endless,0.375,0.40375000000000005
endorse,0.525,0.27125
endorsement,0.63125,0.345
endowment,0.625,0.33375
endurance,0.7325,0.575
endure,0.49375,0.34625
enduring,0.70875,0.295
enema,0.28625,0.39125
enemy,0.15250000000000002,0.5375
energetic,0.82125,0.6375
energize,0.80375,0.625
energy,0.7375,0.65625
enforce,0.54,0.5375
enforcement,0.45875,0.43500000000000005
enforcer,0.35125,0.4
engage,0.7,0.535
engaged,0.7225,0.525
engagement,0.70625,0.52375
engine,0.56,0.36125
engineer,0.59875,0.40249999999999997
engineering,0.625,0.2675
engraving,0.64625,0.25625
enhance,0.7025,0.38
enhancement,0.66125,0.42374999999999996
enigma,0.54375,0.45625000000000004
enjoy,0.83375,0.5
enjoyable,0.82875,0.47124999999999995
enjoyment,0.9212499999999999,0.56
enlarge,0.54125,0.35875
enlargement,0.45625000000000004,0.3575
enlighten,0.7975,0.27875
enlightening,0.75,0.61375
enlightenment,0.72375,0.43999999999999995
enlist,0.4275,0.33875
ennui,0.39125,0.2825
enormous,0.585,0.50625
enraged,0.16625,0.5275
enroll,0.6175,0.40625
enrollment,0.64875,0.345
ensemble,0.58375,0.3575
enslave,0.20875,0.54375
ensure,0.58875,0.32125
entail,0.54375,0.38875000000000004
enter,0.63625,0.4125
enterprise,0.625,0.375
enterprising,0.565,0.41625
entertain,0.77625,0.52375
entertainer,0.685,0.64375
entertaining,0.875,0.535
entertainment,0.82375,0.6775
enthusiasm,0.7675,0.39749999999999996
enthusiast,0.70625,0.61375
enthusiastic,0.81875,0.6125
entice,0.54125,0.4275
entire,0.58375,0.23125
entirety,0.61875,0.2625
entitle,0.48624999999999996,0.375
entity,0.52375,0.31
entourage,0.48750000000000004,0.375
entrails,0.29625,0.4625
entrance,0.63125,0.3375
entrapment,0.2875,0.61375
entree,0.70375,0.36875
entrepreneur,0.6425,0.335
entrust,0.665,0.275
entry,0.49375,0.42625
envelope,0.61875,0.22499999999999998
envious,0.315,0.5125
environment,0.7125,0.30625
environmental,0.5625,0.63125
envision,0.6425,0.345
envoy,0.48750000000000004,0.3425
envy,0.25625,0.41874999999999996
enzyme,0.5175,0.2625
epic,0.77375,0.475
epidemic,0.13124999999999998,0.6475
epidural,0.33125,0.49250000000000005
epilepsy,0.21250000000000002,0.5
epileptic,0.29,0.4525
epiphany,0.7575,0.44999999999999996
episode,0.5,0.33375
epitaph,0.44125000000000003,0.315
epitome,0.58375,0.40375000000000005
equal,0.68375,0.315
equality,0.71875,0.46625000000000005
equalizer,0.50625,0.335
equate,0.645,0.355
equation,0.53625,0.36375
equator,0.5525,0.38749999999999996
equestrian,0.58875,0.29375
equilibrium,0.665,0.1875
equipment,0.5775,0.255
equity,0.55125,0.36375
equivalent,0.61125,0.36875
era,0.53625,0.3275
eradicate,0.34875,0.51125
erase,0.48624999999999996,0.31875
eraser,0.58,0.32125
erect,0.59875,0.55375
erectile,0.4375,0.5625
erection,0.7975,0.79625
ergo,0.48250000000000004,0.375
erosion,0.34875,0.6075
erotic,0.60375,0.78375
erotica,0.6375,0.69
err,0.3225,0.335
errand,0.45999999999999996,0.36125
errant,0.42874999999999996,0.475
erratic,0.27625,0.5125
erroneous,0.4225,0.45499999999999996
error,0.295,0.42874999999999996
erupt,0.5175,0.67625
eruption,0.4675,0.63625
escalate,0.38125,0.65625
escalating,0.47,0.4375
escalation,0.47750000000000004,0.48875
escalator,0.61875,0.44375
escape,0.5625,0.44375
escort,0.54375,0.54
escrow,0.44499999999999995,0.26375
esophagus,0.4375,0.345
espionage,0.38125,0.5625
espresso,0.71,0.53125
esquire,0.58375,0.2375
essay,0.48750000000000004,0.375
essence,0.71875,0.3575
essential,0.6575,0.4125
establish,0.5725,0.34
estate,0.58125,0.30625
esteem,0.6725,0.36375
esteemed,0.61875,0.46499999999999997
estimate,0.61875,0.30125
estimation,0.45875,0.2725
estranged,0.33375,0.36875
estrogen,0.5275,0.43125
eternal,0.72,0.32375
eternity,0.63125,0.34625
ether,0.45375,0.47624999999999995
ethic,0.625,0.32125
ethical,0.5975,0.3475
ethics,0.625,0.33875
ethnic,0.545,0.31875
etiquette,0.625,0.33875
eucalyptus,0.63125,0.2625
eulogy,0.30375,0.395
euphemism,0.50625,0.31
euphoria,0.7825,0.585
euphoric,0.85,0.53125
euro,0.54375,0.32125
euthanasia,0.2875,0.5225
evacuate,0.3,0.52125
evacuation,0.40375000000000005,0.53
evade,0.44375,0.61375
evaluate,0.5125,0.3475
evaluation,0.48250000000000004,0.61125
evaporate,0.55,0.375
evasion,0.295,0.47124999999999995
evasive,0.28,0.29875
evening,0.76125,0.2625
evens,0.54125,0.3375
event,0.65125,0.5125
eventual,0.50625,0.3025
everlasting,0.69375,0.35625
everyday,0.55875,0.2675
everyman,0.5525,0.315
evict,0.20375,0.46625000000000005
eviction,0.25,0.45875
evidence,0.46499999999999997,0.3625
evident,0.5125,0.345
evidentiary,0.4375,0.40249999999999997
evil,0.16749999999999998,0.58375
evolution,0.54375,0.6625
evolutionary,0.5775,0.57375
evolve,0.5875,0.4325
ex,0.21250000000000002,0.47375
exact,0.5725,0.36875
exacting,0.5525,0.43125
exaggerate,0.42000000000000004,0.43500000000000005
exaggeration,0.39875000000000005,0.6
exam,0.41625,0.52125
examination,0.50625,0.4375
examine,0.57625,0.36875
examiner,0.41125,0.3375
example,0.48750000000000004,0.31875
excavation,0.48624999999999996,0.45499999999999996
exceed,0.47375,0.565
excel,0.61875,0.48124999999999996
excellence,0.85875,0.5375
excellent,0.82,0.51875
excelsior,0.61875,0.375
exception,0.53125,0.41874999999999996
exceptional,0.79,0.5
excess,0.41125,0.5525
excessive,0.42125,0.34125
exchange,0.6125,0.47
excitable,0.585,0.55375
excite,0.84875,0.70125
excited,0.8887499999999999,0.67875
excitement,0.8275,0.65125
exciting,0.86875,0.74375
exclamation,0.73125,0.55
exclude,0.31875,0.47624999999999995
exclusive,0.4375,0.5
excrement,0.125,0.45499999999999996
excruciating,0.1375,0.5375
excursion,0.60375,0.4075
excuse,0.43999999999999995,0.32625
exec,0.48250000000000004,0.33875
execute,0.3675,0.59875
execution,0.15999999999999998,0.625
executioner,0.15375,0.69875
executive,0.49375,0.41500000000000004
executor,0.36875,0.5125
exemplary,0.5725,0.47375
exempt,0.48,0.42874999999999996
exemption,0.54625,0.39625
exercise,0.66625,0.55125
exert,0.55875,0.45499999999999996
exhale,0.63875,0.34375
exhaust,0.375,0.4075
exhaustion,0.27625,0.43999999999999995
exhaustive,0.405,0.4375
exhibit,0.59625,0.56
exhibition,0.56625,0.5475
exhilarated,0.7375,0.69375
exhilarating,0.79875,0.72875
