Word/Sentence,Valence,Arousal
łapać,0.5349999999999999,0.35000000000000003
"oh God, I kissed you.  I kissed Annie.  How long--how long I've been waiting to kiss you.",1.0,0.875
"That may well be the best-known kitchen in America, since it became the site of the ""French Chef"" television programs, which started airing in 1962.",0.5,0.47
procesal,0.46875,0.54125
adorno,0.71875,0.44999999999999996
I know that our staff and committee members will be happy to go with you to talk to these group if you need their help.,0.5,0.5
enthousiasme,0.640625,0.611328125
And you said let's get some champagne and I said time's a wasting or something like that.,0.5,0.25
welder,0.57125,0.35
population,0.47624999999999995,0.37
i love you from your toes to your face,0.8125,0.0625
"said the father, and one whispered to the other what the child had said.",0.5833333333333334,0.6041666666666666
I am bored,0.4375,0.0625
Do you want me to go get some champagne?,0.6041625,0.4375
lead (heavy metal),0.42137500000000006,0.275
confused,0.26375,0.41000000000000003
peregrinación,0.6375,0.44999999999999996
"I don't feel so bad then.  Well, I'm excited for you.",0.75,0.5
kickboxing,0.54125,0.43125
cartoon,0.7175,0.50625
cunning,0.48162499999999997,0.625
It's true; the whole business is a very poor joke.,0.375,0.25
leven,0.607421875,0.53515625
"Turned around for the worst, you know.",0.25,0.125
szczegół,0.5550000000000002,0.3125
superiority,0.49375,0.56
solicitation,0.4,0.42874999999999996
radiant,0.78625,0.50375
"EXAMPLE 2: ""Terrorist Murderers Insult Allah, Bring Shame To Islam""",0.22499999999999998,0.625
birthday,0.67125,0.44999999999999996
tearful,0.33375,0.49
radish,0.4625,0.33875
prolonga,0.51875,0.475
madrigal,0.52125,0.5
How do you know why she's waited?,0.35416875000000003,0.46875
"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--",0.375,0.625
"Yeah.  I like to know about history, 'cause, you know, it's- it's just so relevant to the present.",0.625,0.75
handcuff,0.29375,0.5
pot,0.37109375,0.271484375
regir,0.4625,0.59375
boy,0.575,0.41174999999999995
Geilheit,0.486328125,0.75390625
torta,0.5125,0.5625
rzeczy,0.5425,0.285
Cooked chicken breasts join tainted-food recalls,0.44999999999999996,0.525
Stayed up till 4 last night playing overlord raising hell. how i do not know,0.5,0.125
"Ciało mnie pali i odpada od kości i czuję, jak robaki zżerają mi mózg.",0.1375,0.6925
fibrosis,0.2825,0.38749999999999996
luxury,0.78125,0.46375
estelar,0.7,0.5375
trol,0.2265625,0.3828125
Yeah.  Make her like open the bank account and stuff too.,0.5,0.5
Twice is every time we've tried. That's ever.,0.25,0.625
coquetería,0.65125,0.65125
den,0.51375,0.23249999999999998
agria,0.30625,0.625
solemn,0.34375,0.23825000000000002
folder,0.528625,0.24237499999999995
Report links humans to global warming,0.32499999999999996,0.44999999999999996
holiday,0.8427500000000001,0.738625
"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",0.625,0.75
"The implications of this are that a stronger, more capable man would not fall for the Lady’s trickery.",0.475,0.55
frac,0.47,0.53125
chapas,0.48124999999999996,0.42500000000000004
you just got F'd in the A!!! lol,0.5,0.6875
urge,0.433875,0.62125
boa constrictor,0.34875,0.5075
anguish,0.18212499999999998,0.471375
fosa,0.2,0.65
"Ja rozumiem, że Edek nie myje zębów, ale jeśli już używa mojej szczoteczki, to nie do czyszczenia butów!",0.2975,0.6775
invernal,0.59375,0.4125
siniestrado,0.1875,0.69125
debate,0.49375,0.48250000000000004
"DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.",0.42500000000000004,0.475
"I know you are, Augie.  Really I do.  I know you wanted this to be special and nice and it's the full moon and the sand and all but I just couldn't help thinking about being somewhere else.",0.125,0.625
simultaneous,0.57125,0.31
Hello? Hello? What? Wrong number.,0.625,0.625
vapor,0.45999999999999996,0.28
fugarse,0.5125,0.775
His hands were thin and huge knuckled with obvious callouses.,0.475,0.42500000000000004
instrument,0.71,0.36
guisa,0.64375,0.42125
"It is advisable to shop at outlets that are members of the Hong Kong Tourist Association (HKTA), identified by a red junk logo.",0.5,0.475
I did not hit you very hard.,0.625,0.5
montaña,0.71,0.39749999999999996
I know. I can't believe it.,0.875,0.5
surreal,0.70625,0.51375
"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",0.875,0.75
"“Yeah, one time, man, but you were pretty fucked up.",0.35,0.575
pose,0.39453125,0.28125
"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",0.5,0.5
remarcar,0.54375,0.5125
contagion,0.23125,0.6175
caretaker,0.64625,0.3
keep,0.665,0.30375
"In the Elimination of color in the Far East, Izutsu explains though how this ultimate state of minimalism can only be reached through an appreciation and fine knowledge of color.",0.5,0.5
rozwaga,0.67,0.295
Münze,0.55753975,0.22983874999999998
"""what are you doing there?""",0.5,0.5833333333333334
wand,0.65625,0.59675
arrival,0.70875,0.325
puerto,0.725,0.48124999999999996
abnormality,0.25625,0.5
goodness,0.7975,0.525
earthy,0.6875,0.28625
"Oh, my God.",0.41666499999999995,0.508335
ración,0.5,0.475
videojuego,0.7125,0.6375
lets go steelers,0.5625,0.0625
Okay.  This is the wrong form.  I'm sorry.,0.5,0.375
bacio,0.8333333333333334,0.5520833333333334
fizz,0.5475,0.44625000000000004
mink,0.6075,0.28
alzar,0.6,0.58125
máscara,0.51875,0.6125
accuracy,0.665,0.29125
obesità,0.18229166666666669,0.6197916666666666
"Justin Bieber <3 Baby , Baby, Baby Ohhhh <3",0.5625,0.3125
"All right. Now, listen kid-",0.5,0.5
curar,0.83125,0.41874999999999996
irradiación,0.4,0.6325
embarrassment,0.21500000000000002,0.55625
destruction,0.19124999999999998,0.5775
decedent,0.5375,0.26875
Walnuts 'combat unhealthy fats',0.6,0.475
Eight years for Damilola killers,0.475,0.525
endivia,0.25,0.69125
nameless,0.22375,0.22499999999999998
Postanowiła zapomnieć o problemach i bawić się całą noc.,0.695,0.47375
This year's results included a gain of $70.2 million on the disposal of seafood operations.,0.5625,0.5
vote,0.6679999999999999,0.4882500000000001
valk,0.42578125,0.447265625
dragen,0.400390625,0.466796875
diagnóstico,0.5,0.68125
"But the thing in his head hadn't worked yet because of something having to do with the, ""electric toads,"" which wouldn't, ""sit up.""",0.42500000000000004,0.44999999999999996
lax,0.42874999999999996,0.265
It's the Rust Belt.,0.5,0.475
anus,0.2265625,0.326171875
"""Obscenely ugly,""",0.09999999999999998,0.475
"Well, you want to make sure that your father isn't going to--",0.25,0.625
"approx 300,000 people just bought theyre last beer for the night",0.4375,0.0
teleurstelling,0.1328125,0.330078125
patriot,0.641125,0.5403749999999999
"maybe - maybe take up painting, I don't know, you know.",0.5,0.416675
"Okay, that's it!",0.44999999999999996,0.65
Then she's gone.,0.125,0.375
boot (shoe),0.511,0.32725000000000004
Ludzie przyglądali mi się rozbawieni i nakłaniali mnie do wystartowania w wyścigu na wózku inwalidzkim.,0.485,0.485
deviled,0.29625,0.405
porno,0.4500000000000002,0.6225
Help keep the promise alive...,0.5,0.525
avutarda,0.625,0.51625
cube,0.48487499999999994,0.17575000000000002
Don't let fatigue get to you.,0.475,0.5
prete,0.6666666666666666,0.22395833333333331
albanesa,0.50875,0.5075
taxi,0.54375,0.49375
pene,0.34782608695652173,0.6902173913043478
canción,0.84375,0.50625
"Uh, yeah looks -- no, no.  It's set to zeros.",0.5,0.5
wrap,0.57125,0.35625
evident,0.5125,0.345
comfort,0.580078125,0.2109375
mago,0.75625,0.5875
It's against my religion to go to church,0.5,0.0625
interesting,0.7225,0.5125
Oh. Venice beach.,0.75,0.5
"With your help, we can change that.",0.55,0.55
"I've been thinking about the mindwipe, now two days away.",0.475,0.44999999999999996
gravísimo,0.15000000000000002,0.76875
yell,0.3225,0.49250000000000005
"Our vital anti-cruelty efforts are just part of the ASPCA mission. We also find loving adoptive homes for rescued animals ... provide first-rate veterinary care through our Bergh Memorial Animal Hospital ... offer low-cost spay and neuter programs for cats and dogs ... reach out to children, teachers, and parents through our Education Programs.",0.535,0.46499999999999997
to the USDA’s bird poisoning plan.,0.375,0.525
stervend,0.068359375,0.31640625
"Oh he is, okay.",0.75,0.375
"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave-",0.5,0.416675
squad,0.54375,0.41625
estrechez,0.30625,0.58125
afección,0.31625,0.61875
morale,0.6170886075949367,0.42721518987341767
Dem leader's $1 million land deal under scrutiny,0.39,0.5
tarot,0.3949999999999999,0.3400000000000001
laars,0.400390625,0.30952380952381
ambición,0.46625000000000005,0.685
torture,0.06437499999999999,0.45962499999999995
"OH BLESSED DAY!!!!   Getting ready to go out and about for the day, wife says Can we please stop by Gamestop?\  she is finally growing into the gamer I know she can be!!!\""""",0.6875,0.875
Championship Or Nothing-Los Angeles Lakers,0.5,0.25
"John F. Brandon, President MCCOY, Inc.",0.5,0.44999999999999996
I got to.,0.25,0.75
czerep,0.44034090909090906,0.29166666666666674
bigotry,0.15500000000000003,0.64375
zink,0.333984375,0.28515625
publicity,0.48624999999999996,0.44625000000000004
mouth,0.57375,0.39249999999999996
sabel,0.2991803278688525,0.4221311475409838
Okay.  Great.  What time of the day would you like?,0.625,0.5
puerro,0.4475,0.40625
armata,0.45499999999999985,0.4175000000000003
lampada,0.6875,0.2760416666666667
itinerante,0.51875,0.54
trufla,0.6,0.32653061224489793
sightseeing,0.7975,0.51
"Shame, shame.",0.275,0.55
"It's 4am, I'm been up for more than 24hrs and I still can't sleep :(  Insomnia sucks.",0.25,0.1875
quesadillas (is that even how you spell it),0.5,0.0
estômago,0.48641304347826086,0.34539473684210514
eventual,0.50625,0.3025
"Guangzhou, like Hong Kong, is primarily Cantonese-speaking, but many people also speak Mandarin.",0.5,0.35750000000000004
"“Roll up your sleeves,”",0.5,0.6
heroine,0.48250000000000004,0.55375
headphones,0.68375,0.25
bugle,0.50625,0.42625
sofocante,0.175,0.79375
She must have flipped out.,0.75,0.5
"Better yet, most of these services occur in cooperation with private and public agencies from all over the city - CICOA The Access Network, Goodwill Industries, Indianapolis Housing Agency, City of Indianapolis, Indianapolis Private Industry Council, Family and Social Services administration, OTC, Indy Parks, and numerous community development corporations, neighborhood organizations, and churches, to name just a few.",0.475,0.525
gapić,0.4075000000000002,0.39250000000000007
"has decided his kid will be called, Giffie..",0.5,0.1875
"I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.",0.375,0.5
How could he see it? I was the first one up he was still in bed.,0.25,0.375
persecution,0.27625,0.7
That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...,0.625,0.5
"On that date Jennings Lambeth, president of Youngstown Sheet and Tube Company, announced that most of the steel company’s Campbell Works would close.",0.30000000000000004,0.6
enjoy,0.8125,0.6523749999999999
she ordered.,0.5,0.5
"Six-layer pecan marjolaine with Julia's coffee chocolate mousse, cocoa meringue, pecan crust and citrus sorbet",0.6,0.575
marine,0.61875,0.305
breve,0.5875,0.5125
Krüppel,0.30158725000000003,0.571428625
nincompoop,0.5,0.27625
attraction,0.75,0.55
zmierzać,0.59625,0.3837499999999998
torment,0.11737500000000001,0.64925
stroop,0.37890625,0.28515625
Menü,0.5833333749999999,0.28427425
jailhouse,0.19624999999999998,0.4375
odkrywać,0.7000000000000001,0.3849999999999999
brazil :x,0.5,0.125
vernis,0.3770491803278687,0.2725409836065575
rudder,0.51375,0.28125
zbroja,0.5650000000000001,0.40500000000000014
doblegar,0.375,0.61125
blonde,0.6102500000000001,0.5302500000000001
hija,0.7625,0.58125
pin,0.53625,0.34125
"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",0.25,0.625
kurcz,0.3275,0.42091836734693855
"No, no.  This is real.",0.375,0.25
"Well, you know, sometimes that's--really, I mean what else could we do?",0.375,0.5
post,0.4453125,0.326171875
insolente,0.2725,0.6575
"Well, your mother, first of all, pretty much told me to leave.",0.5,0.25
The company also cited interest costs and amortization of goodwill as factors in the loss.,0.44999999999999996,0.475
"“That should help,” he said.",0.525,0.5
termómetro,0.41000000000000003,0.54125
"They can no longer be just a box filled with gaming tables, restaurants, and a showroom.",0.475,0.525
expedir,0.4675,0.60375
boreal,0.75625,0.4375
flatfoot,0.41625,0.2625
antipatía,0.20625,0.69375
It's bound to come sooner or later.,0.375,0.25
nacionalidad,0.49375,0.475
no,0.25,0.375
słodki,0.7424999999999999,0.3549999999999999
charco,0.46875,0.48124999999999996
fabel,0.408203125,0.314453125
negligente,0.19124999999999998,0.65625
Do not play it safe.,0.4575,0.5
tulip,0.742875,0.371375
połknąć,0.48979591836734704,0.3724999999999999
promieniować,0.5924999999999998,0.4625
[LAUGHTER] We were very much younger then.,0.75,0.375
estamento,0.44875,0.5325
adverbio,0.48750000000000004,0.50625
"Sir, I don't think my name is really relevant-",0.625,0.5
kleuren,0.52734375,0.39453125
mars,0.408203125,0.396484375
unexplained,0.44999999999999996,0.48250000000000004
kraak,0.28515625,0.4140625
sensory,0.64375,0.43999999999999995
Such is the law.,0.5,0.525
amuse,0.8015000000000001,0.632375
boot (evict),0.246375,0.41174999999999995
infinitud,0.6625,0.54
resfriado,0.24375000000000002,0.61875
poll,0.45375,0.39249999999999996
pecado,0.35625,0.70625
"Started work, makin bank!",0.6875,0.5625
wzmacniać,0.6400000000000001,0.4525
smarten,0.6525,0.3375
prune (fruit),0.515125,0.23162500000000003
express,0.56625,0.47375
muelle,0.50625,0.525
"Nie ma nic smutniejszego, niż spustoszenia jakie czyni starość.",0.2575,0.39125
kinesiology,0.48750000000000004,0.36125
distressing,0.3225,0.565
"The first evening, the twenty-something students--most from my college, four from another--gathered in the shrine room, sitting cross-legged on cushions as we listened to Khenpo Kalsang introduce Tibetan Buddhist philosophy.",0.52,0.48
stand,0.53375,0.2625
descomunal,0.6,0.69375
diseñar,0.68125,0.51875
tesouro,0.7418478260869564,0.5723684210526314
truchło,0.32031249999999994,0.37215909090909083
usurpación,0.14375,0.67125
"So we sped up, and went straight to the houses.",0.47750000000000004,0.59
calculus,0.4257500000000001,0.23487499999999994
waarheid,0.59765625,0.3730158730158725
"hi,....now say something.",0.5,0.125
purchase,0.68375,0.5125
They were spirits of a certain branch of the Volga and the village based around a mill on that tributary.,0.5,0.5
cristianismo,0.475,0.51875
explicit,0.47750000000000004,0.52875
I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,0.125,0.75
"sooo tired, I love my bed",0.5625,0.0625
"Okay, sir.  I'd be happy to help you.",0.375,0.375
applesauce,0.7375,0.22249999999999998
Anna Nicole Smith's body lies in legal limbo,0.44999999999999996,0.5
frightening,0.1975,0.46625000000000005
buceo,0.69375,0.61875
"“Bleak,”",0.27749999999999997,0.44499999999999995
autobus,0.5225,0.2525
blu,0.7291666666666666,0.21354166666666669
pis,0.171875,0.333984375
"The 32% state-owned DSM had eight million guilders of extraordinary charges in the latest quarter, mainly to reflect one-time losses in connection with the disposal of some operations.",0.4375,0.4575
Well done.,0.725,0.5
"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",0.875,0.625
Perhaps Lebron should have hired a  Chief Culture Officer along with his coterie of other advisors.,0.47,0.47
guardiana,0.56875,0.45625000000000004
oscilar,0.49375,0.475
torrente,0.41874999999999996,0.64375
traición,0.13124999999999998,0.8125
What's wrong?,0.416675,0.333325
She must be hot.,0.25,0.5
"Cultural revolutionary, the iPod is five",0.55,0.525
excavar,0.44999999999999996,0.65625
devour,0.52625,0.6325
"""So I got all of my sergeants out, and they're all digging through their (books.)""",0.55,0.575
twenty,0.65625,0.33375
dúplex,0.7,0.40625
gierig,0.158203125,0.365079365079365
"I should say, set yourself back, since it’s your girlfriend we’re looking for.”",0.5,0.5
rolstoel,0.2109375,0.287109375
muchísimo,0.75,0.6625
miraculous,0.8272499999999999,0.6765000000000001
kanał,0.41999999999999993,0.305
"No, I know but still.  I know I don't make you happy.",0.25,0.375
laboral,0.55625,0.5875
"""You wish to become pregnant?",0.525,0.6
addict,0.23249999999999998,0.54125
jogurt,0.6550000000000001,0.22499999999999998
“Girlfriend troubles.,0.32499999999999996,0.475
"metastasized and it was old and they knew that it wasn't looking good, but-",0.125,0.25
epistolar,0.4375,0.44999999999999996
No one I know is getting digg'd or favrd yet for throwing color and scent around the ghetto.,0.5,0.47
Two more days till we strike at work. Im so ready for this.,0.625,0.125
"Exactly, exactly, exactly.  So--",0.625,0.5
spring,0.7647499999999999,0.664125
feat,0.5892499999999999,0.40837499999999993
tutu,0.64875,0.39375000000000004
uzyskać,0.6275000000000001,0.36999999999999983
recent,0.533125,0.30512500000000004
Yeah.  I guess.  I don't know what they're going to say.,0.125,0.5
bicycle,0.6102500000000001,0.492625
asignatura,0.50625,0.65625
businesswoman,0.6375,0.405
Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,0.25,0.5
bid,0.52,0.375
hondura,0.47250000000000003,0.40125
The king asked him.,0.5,0.5
collaboration,0.52375,0.42374999999999996
estar,0.6875,0.48750000000000004
ballpoint,0.5125,0.1825
muscle,0.64375,0.44375
czołg,0.4125000000000002,0.4125
cough,0.32125,0.4375
insensibilidad,0.20625,0.7
heet,0.423828125,0.478515625
"It's after eleven, let's go.",0.25,0.25
przyszłość,0.6849999999999999,0.5149999999999998
headmaster,0.48624999999999996,0.305
certificar,0.6,0.48124999999999996
ślizgać,0.5125000000000002,0.38
sculptor,0.61375,0.48375
terrorist,0.06787500000000002,0.591875
atrevido,0.6646341463414633,0.5972222222222223
ring,0.67975,0.5605
I clapped her shoulder to show I was not laughing at her.,0.525,0.5
yeah?,0.875,0.625
"Nepthys was saying something that looked like, “I have no idea!”",0.5,0.5275
gradual,0.534125,0.291625
fort,0.5892499999999999,0.503625
caballito,0.6875,0.31875
cróquet,0.5225,0.49124999999999996
"If you walk east on the Star Ferry terminal concourse, you will find yourself on the wonderful Promenade, which begins at the clock tower, all that remains of the once grand Kowloon-Canton Railway Terminus.",0.5925,0.47750000000000004
persuasion,0.58375,0.52
degrade,0.2025,0.49375
emancipation,0.504375,0.581875
"It's about building community, and triggering a quiet but inexorable social movement.",0.5,0.525
So what do you prepare when asked to cook a birthday dinner for America's most famous culinary personality?,0.47250000000000003,0.5825
"Now, let's take a look at what the Friday's FanWoody Facebook page looks like today: Whoops!",0.5325,0.6875
intiem,0.603515625,0.51171875
aplausos,0.71875,0.60625
rotativo,0.50625,0.48750000000000004
Fass,0.509765625,0.18346774999999999
piscine ,0.8006756756756757,0.6216216216216216
instancia,0.54125,0.4375
Kinda upset at a couple friends but I might have a job so they aren't that important. Are they?,0.375,0.3125
złapać,0.5650000000000002,0.42749999999999966
Flight seven fourteen.,0.375,0.375
whip,0.325,0.5125
"""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""",0.44999999999999996,0.5
speakerphone,0.5,0.2725
Every seems like a pointless repetitive cycle that never ends but it must go on. I just want something to happen to make it seem like there's a point to it all.,0.1875,0.0625
"Well, why didn't the D.M.V. put that you needed your birth certificate on the application then?",0.125,0.875
interlude,0.55875,0.37
"""If our strategy were anything but to be on the leading edge, we'd have put the plant in Asia.""",0.4375,0.53
We didn't see them the year before either.,0.25,0.375
tourniquet,0.38125,0.50625
revolving,0.5,0.42625
reizen,0.587890625,0.5476190476190474
weirdo,0.23162500000000003,0.496375
dietista,0.44375,0.54375
closet,0.5125,0.31875
jumbo,0.48750000000000004,0.405
"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?",0.5,0.625
gram,0.5399999999999999,0.25750000000000006
crisol,0.51125,0.485
I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,0.375,0.5
bed,0.513671875,0.16796875
semen,0.35625,0.5
"IBM is an exception among computer makers in that it still invests heavily in research to advance the design, manufacture and materials used in semiconductor chips.",0.5,0.5
oko,0.5449999999999999,0.2625000000000001
cité,0.46266233766233766,0.4334415584415584
orribile,0.13020833333333331,0.7604166666666666
"The next moment, Acres was there.",0.475,0.525
The sweet tune of an anniversary,0.6,0.6
brain,0.761375,0.617
flip flop,0.47,0.38
testify,0.44375,0.645
lukrecja,0.5026041666666665,0.2898936170212766
passageway,0.5725,0.43125
This was hell.,0.2,0.575
protective,0.69125,0.37
candidata,0.5625,0.5625
telefonista,0.4375,0.525
cobertizo,0.58125,0.42500000000000004
ilustrador,0.61875,0.45625000000000004
refresh,0.7025,0.22125
smooth,0.742375,0.560625
"""Your actions and failure to act led to violations of Senate rules (and related statutes) and created at least the appearance of impropriety,"" the three Democrats and three Republicans on the committee said in a three-page letter to Torricelli.",0.375,0.525
finger,0.6,0.39375000000000004
The Call of the Wild,0.5,0.42500000000000004
Oh dear.  I'm bored with this conversation.,0.25,0.375
silbato,0.50625,0.625
antropólogo,0.55625,0.51875
anthem,0.6705,0.537875
exije,0.35,0.725
vanish,0.3575,0.50625
goulash,0.48250000000000004,0.42500000000000004
indicación,0.58125,0.55
prado,0.90625,0.2375
It's true the whole business is very poor joke.,0.25,0.625
"When's the service? Can- can we help?  Is there anything, I mean--",0.5,0.375
kruimel,0.345703125,0.267578125
dress,0.671375,0.578625
shuttle,0.58125,0.35125
Look we both knew what this meant when I signed on,0.125,0.375
żyto,0.5875,0.22749999999999992
"Proponents of the new Sonoma County Conjunctive labeling law like to point to a similar law that demands ""Napa Valley"" be placed on all wines that are made from grapes grown in that appellation, rather than simply using a sub appellation.",0.5,0.4
rodent,0.32,0.35375
diluvio,0.375,0.66875
"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",0.333325,0.5
"For a long time no one was able to decipher it, although by deduction, Steven Fischer deciphered some of it in nineteen ninety four.",0.5275,0.44499999999999995
just got back from the dew tour! got to chill with ryan sheckler and a bunch more pro skaters,0.625,0.4375
complejidad,0.4375,0.65
"Tajemnica zachowania młodości polega na tym, żeby nie doznawać uczuć, z którymi nie jest nam do twarzy",0.46125000000000005,0.34125
Schwung,0.59765625,0.42741937500000005
"I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen.",0.375,0.625
barrière,0.3436688311688311,0.3717532467532468
"Next time you're in Detroit, please head over.",0.6,0.44999999999999996
But she was mistaken;,0.5416666666666666,0.5208333333333334
pupitre,0.6,0.42500000000000004
Hello.,0.25,0.25
reply,0.64375,0.305
trial,0.375,0.590875
illustration,0.67125,0.375
pinnacle,0.5325,0.41500000000000004
I know.  But I know I don't make you happy.,0.333325,0.416675
cola,0.474609375,0.37109375
heroic,0.80625,0.56
obscure,0.51875,0.2625
"You know I do not wish to make my stories thus; but it is my nemesis, confronting me anew at every turn!""",0.3425,0.5625
incompetent,0.16912500000000003,0.30512500000000004
Desperate Iraqi mother relies on militia for help,0.405,0.53
hard (not easy),0.27862499999999996,0.40712499999999996
corporeal,0.375,0.3125
narzekanie,0.2725000000000001,0.5324999999999999
It's so lovely here.  The air is sweet.,0.625,0.375
YA ALLAH....... HELP US.....:'(,0.1875,0.625
humiliated,0.11399999999999999,0.356625
collapse,0.29625,0.6425
gijzelaar,0.09375,0.46484375
"I want to do more traditional portraits.""",0.5,0.5
automovilismo,0.51875,0.55625
"For God's sake, this is not about fish.",0.125,0.875
"""The timing is peculiar to abandon psychological science or to convert it to a medical science,""",0.5,0.4
"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.",0.5275,0.47250000000000003
I think I shall do a curtsy.,0.75,0.5
"Actually now that you mention it, no, I don't.",0.5,0.416675
sal,0.525,0.475
"Trolley Square shooting leaves 6 dead, including gunman",0.25,0.5625
tower,0.53,0.3575
tiro,0.21250000000000002,0.75625
"Seems like if the whole world's sad, then it's okay for you to be.",0.5,0.375
spit,0.25,0.32125
relic,0.570375,0.44325000000000003
He was out here at four this morning.,0.416675,0.25
nuvoloso,0.22916666666666669,0.5208333333333334
"Siegfried 40:31        But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.",0.625,0.0625
ramrod,0.44625000000000004,0.32625
dinner,0.7142499999999999,0.57575
contraseña,0.6125,0.51875
mission,0.67375,0.565
snake,0.332125,0.488625
frigid,0.21875,0.328125
longboat,0.54375,0.34
gunfighter,0.41625,0.6375
behind,0.40149999999999997,0.412875
postgrado,0.675,0.675
unprovoked,0.49375,0.3275
bicicletta,0.734375,0.5052083333333334
arrest,0.181640625,0.470703125
assembly,0.55875,0.36875
woe,0.2975,0.46375
stroke (brain),0.125,0.566125
"He gave me a half-hearted wave that made me wonder what exactly we were chasing, and whether I should be wearing body armor.",0.475,0.5
Oh my God the first minute I got it I sent it back in.,1.0,0.875
"What do you want me to? Look, Hey look if I could- Don't get all sassy.",0.375,0.5
enfermo,0.2,0.7225
półka,0.5026595744680851,0.2500000000000001
małostkowy,0.33928571428571425,0.3675000000000002
trilogy,0.5325,0.33375
cuerda,0.525,0.5
matrimonio,0.8541666666666666,0.5260416666666666
mest,0.25390625,0.28515625
nieszczery,0.20749999999999996,0.535
Kot,0.24609375,0.62103175
“What!”,0.525,0.7
tar,0.3625,0.33125
listón,0.49375,0.5625
mousetrap,0.47750000000000004,0.38125
cibo,0.7916666666666666,0.3385416666666667
"Here, where East and West first met, life combines the spirit of Asia with something of the sunny atmosphere of the Mediterranean.",0.55,0.525
deceitful,0.2,0.5225
"Uh, well some-some of the bags were--were lost on the way over here. uh-",0.5,0.375
moc,0.7200000000000001,0.5325
lead,0.57,0.36875
racimo,0.60625,0.35625
eagle,0.621375,0.6140000000000001
twarz,0.5950000000000001,0.34
krzywdzenie,0.175,0.5875
im so good at sleep i can do it with my eyes closed‌,0.5,0.0
Are you going to do it in town or are you out of town?,0.375,0.625
wired,0.52575,0.4463750000000001
rechaza,0.26875,0.6875
zeer,0.3125,0.46484375
namaak,0.248046875,0.299603174603175
zeszmacony,0.175,0.5899999999999999
"Okay, fine.  So we're in the wrong spot, but we're with the right person.",0.625,0.375
You are an important part in making sure these young people are matched with caring adult mentors.,0.5,0.475
hijsen,0.3515625,0.49609375
"I explained, in two brief sentences, my earlier impasse.",0.5,0.475
Ma'am you're going to have- you- look. You really- you really,0.125,0.625
prasowanie,0.47999999999999987,0.275
The seafood industry is less than thrilled about this surge of interest in ocean ecosystems from people who are not scientists.,0.47250000000000003,0.47250000000000003
"The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000.",0.555,0.5
PLO ministers agreed upon in Mecca,0.5,0.47
nagradzać,0.7424999999999999,0.4375
właśnie,0.5349999999999999,0.3199999999999999
"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",0.5,0.75
"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",0.75,0.875
"The camp offers summer residential programs for children from ages 7-17, and continues contact with the campers and their families with special overnight and weekend follow-up events during the school year.",0.5225,0.4325
darn,0.35125,0.27125
biet,0.380859375,0.2734375
seesaw,0.632375,0.38212499999999994
I am the luckiest person in the world to know so many fantastic beautiful people - loves to you all!!!,0.8125,0.75
"Smarkaczu, podaj mi puszkę z piwem i skocz po papierosy do kiosku.",0.18,0.6725
"E and F♯ are both active throughout the entire transition from second theme back to first theme (measures 456-487) which brings out their functions as upper and lower chromatic neighbors to F, which returns triumphantly in measure 488 with the much-anticipated recapitulation of the first theme.",0.595,0.5625
vigoroso,0.6631944444444444,0.4624999999999998
person,0.6375,0.33875
tajante,0.4,0.61875
conjecture,0.46375,0.33
Well that's good.  It'll be a great wedding.  You're willing to compromise on things.,0.875,0.625
Like I was saying.,0.475,0.525
zmartwienie,0.26000000000000006,0.525
